period,part,category,tagged,lines,counted_qty,ungated_qty
202510,AHUKZ-02F,ACACC,f,1,0,1
202510,AHUKZ-03F,ACACC,f,1,0,1
202510,EHK-7.5A-5T,ACACC,f,4,0,2
202510,FAHU-02,ACVRF,t,1,1,1
202510,FQZHD-02,ACACC,f,1,0,1
202510,FQZHN-01D,ACACC,f,5,0,31
202510,FQZHN-02D,ACACC,f,12,0,120
202510,FQZHN-03D,ACACC,f,8,0,200
202510,FQZHN-04D,ACACC,f,6,0,47
202510,FQZHN-05D,ACACC,f,3,0,20
202510,FQZHW-02N1E,ACACC,f,2,0,14
202510,FQZHW-03N1E,ACACC,f,2,0,10
202510,MCCT18HRN-C,ACCST,f,1,0,2
202510,MCCT24HRN-C,ACCST,f,1,0,3
202510,MCCT36HRN6-C,ACCST,f,1,0,1
202510,MCCT48CRN2-C,ACCST,f,1,0,1
202510,MCCT48CRN-C,ACCST,f,1,0,1
202510,MCCTV18HRN2-NP-C,ACCST,f,1,0,1
202510,MCCTV18HRN3-NP-C,ACCST,f,7,0,10
202510,MCCTV18HRN3-NP-F,ACCST,t,3,4,4
202510,MCCTV24HRN4-NP-C,ACCST,f,22,0,56
202510,MCCTV24HRN4-NP-F,ACCST,t,18,56,56
202510,MCCTV30HRN2-NP-C,ACCST,f,14,0,51
202510,MCCTV30HRN2-NP-F,ACCST,t,16,54,54
202510,MCCTV36HRN3-NP-C,ACCST,f,7,0,30
202510,MCCTV36HRN3-NP-F,ACCST,t,7,30,30
202510,MDV-D18DL/VN1-C(AT),ACVRF,f,2,0,0
202510,MDV-D24T3/VN1-DA5(2),ACCON,t,5,28,28
202510,MDV-D28T2/VN1-DA5(2),ACCON,t,17,119,119
202510,MDV-D36Q4/VN1-E(2),ACCST,t,5,30,30
202510,MDV-D36Q4/VN1-E(AT),ACCST,t,10,14,14
202510,MDV-D40T2/VN1-DA5(AT),ACCON,t,3,25,25
202510,MDV-D42T2/VN1-DA5(2),ACCON,t,75,358,358
202510,MDV-D48T2/VN1-DA5(2),ACCON,t,21,42,42
202510,MDV-D56Q4/HN1-E(2),ACCST,t,7,27,27
202510,MDV-D56Q4/HN1-E(AT),ACCST,t,1,1,1
202510,MDV-D56Q4/VN1-E(AT),ACCST,t,10,37,37
202510,MDV-D56T2/VN1-DA5(2),ACCON,t,96,413,413
202510,MDV-V18WDHN1(ATB),ACVRF,f,2,0,0
202510,MDV-V21WDHN1(ATB),ACVRF,f,2,0,6
202510,MDV-V28WDHN1(ATB),ACVRF,f,8,0,32
202510,MDV-V36WDHN1(ATB),ACVRF,f,7,0,37
202510,MDV-V42WDHN1(ATB),ACVRF,f,63,0,384
202510,MDV-V48WDHN1(ATB),ACVRF,f,38,0,78
202510,MDV-V56W/DHN1(ATB),ACVRF,f,7,0,33
202510,MDV-V56WDHN1(ATB),ACVRF,f,89,0,362
202510,MFTGA50CRN3-C,ACPAC,f,1,0,1
202510,MFTGA60HRN-F,ACPAC,t,1,1,1
202510,MFTGAV50CRN1-NP-C,ACPAC,f,6,0,45
202510,MFTGAV50CRN1-NP-F,ACPAC,t,6,45,45
202510,MFTGAV50HRN3-NP-C,ACPAC,f,3,0,7
202510,MFTGAV50HRN3-NP-F,ACPAC,t,3,7,7
202510,MFTGD60CRN2-HAJ-NP-C,ACPAC,f,22,0,89
202510,MFTGD60CRN2-HAJ-NP-F,ACPAC,t,22,89,89
202510,MHGT48HWN3-C,ACCON,f,1,0,3
202510,MHGT60CWN3-C,ACCON,f,1,0,3
202510,MHGT60CWNS-F,ACCON,t,1,6,6
202510,MHGT60HWN6-F,ACCON,t,1,1,1
202510,MHGT60HWNS-C,ACCON,f,1,0,2
202510,MHGTV48HWN-C,ACCON,f,1,0,1
202510,MHGTV60HWN3-C,ACCON,f,1,0,1
202510,MHGTV60HWN3S-NP-C,ACCON,f,2,0,10
202510,MHGTV60HWN3S-NP-F,ACCON,t,2,10,10
202510,MHGTV60HWN-F,ACCON,t,1,1,1
202510,MHGTV60HWNS-C,ACCON,f,1,0,3
202510,MI2-36T2DHN1,ACVRF,t,2,3,3
202510,MI-56Q4/DHN1-D,ACVRF,t,2,3,3
202510,MI-71Q4/DHN1-D,ACVRF,t,1,1,1
202510,MIH112T2HN18,ACVRF,t,5,53,53
202510,MIH140DLHN18,ACVRF,t,1,1,1
202510,MIH140T2HN18,ACVRF,t,2,4,4
202510,MIH160Q4HN18,ACVRF,t,1,-1,-1
202510,MIH160T1HN18,ACVRF,t,5,-1,-1
202510,MIH160T2HN18,ACVRF,t,6,189,189
202510,MIH200FAHN18,ACVRF,t,5,16,16
202510,MIH200T1HN18,ACVRF,t,1,2,2
202510,MIH224FAHN18,ACVRF,t,1,12,12
202510,MIH22GHN18,ACVRF,t,2,4,4
202510,MIH252FAHN18,ACVRF,t,1,4,4
202510,MIH280T1HN18,ACVRF,t,1,1,1
202510,MIH28Q4HN18,ACVRF,t,2,-4,-4
202510,MIH335T1HN18,ACVRF,t,1,1,1
202510,MIH36GHN18,ACVRF,t,1,4,4
202510,MIH36Q4CHN18,ACVRF,t,1,-1,-1
202510,MIH36T2HN18,ACVRF,t,1,21,21
202510,MIH36T3HN18,ACVRF,t,1,15,15
202510,MIH450FAHN18,ACVRF,t,3,9,9
202510,MIH45T2HN18,ACVRF,t,3,10,10
202510,MIH56GHN18,ACVRF,t,2,5,5
202510,MIH56Q4HN18,ACVRF,t,2,0,0
202510,MIH56T2HN18,ACVRF,t,5,46,46
202510,MIH71T2HN18,ACVRF,t,4,20,20
202510,MIH80T2HN18,ACVRF,t,1,2,2
202510,MIH90Q4HN18,ACVRF,t,1,1,1
202510,MIH90T2HN18,ACVRF,t,4,25,25
202510,MOVTB24HN1M14L-C,ACCON,f,1,0,1
202510,MOVTE24CN1M14G-C,ACCON,f,1,0,1
202510,MOVTE36CN1M14L-C,ACCON,f,1,0,17
202510,MOVTE48CN1M14L-C,ACCON,f,1,0,3
202510,MP12CRNPH,ACPOR,t,7,67,67
202510,MRCT-050CWN1-Y(E),ACPKG,t,7,12,12
202510,MRCT-075CWN1-Y(D),ACPKG,t,1,6,6
202510,MRCT-100CWN1-Y(D) CL,ACPKG,t,1,1,1
202510,MRCT-150CWN1-Y(D),ACPKG,t,1,2,2
202510,MRCT-250CWN1-Y(D),ACPKG,t,3,10,10
202510,MRCT-300CWN1-Y(DH),ACPKG,t,7,18,18
202510,MSTA12CRNAG14-NP-C,ACWTS,f,1,0,2
202510,MSTA12CRNAG14-NP-F,ACWTS,t,1,2,2
202510,MSTA24CRNAB8-NP-C,ACWTS,f,2,0,11
202510,MSTA24CRNAB8-NP-F,ACWTS,t,2,11,11
202510,MSTA30CRNAB8-NP-C,ACWTS,f,5,0,140
202510,MSTA30CRNAB8-NP-F,ACWTS,t,5,140,140
202510,MSTE12CRN1AG2-MOH-NP-C,ACWTS,f,4,0,212
202510,MSTE12CRN1AG2-MOH-NP-F,ACWTS,t,4,212,212
202510,MSTE12CRN1AG2-NP-C,ACWTS,f,30,0,172
202510,MSTE12CRN1AG2-NP-F,ACWTS,t,31,173,173
202510,MSTE12HRN1AG2-NP-C,ACWTS,f,19,0,95
202510,MSTE12HRN1AG2-NP-F,ACWTS,t,19,95,95
202510,MSTE18CRN2AB4.C,ACWTS,f,1,0,5
202510,MSTE18CRN2AG2-NP-C,ACWTS,f,104,0,1176
202510,MSTE18CRN2AG2-NP-F,ACWTS,t,104,1176,1176
202510,MSTE18CRNAB4-C,ACWTS,f,1,0,1
202510,MSTE18CRNAG2-NP-C,ACWTS,f,3,0,3
202510,MSTE18CRNAG2-NP-F,ACWTS,t,3,3,3
202510,MSTE18CRNMB2-C,ACWTS,f,1,0,9
202510,MSTE18HRN1AG2-NP-C,ACWTS,f,1,0,1
202510,MSTE18HRN2AB4-C,ACWTS,f,1,0,1
202510,MSTE18HRN2AG2-NP-C,ACWTS,f,24,0,444
202510,MSTE18HRN2AG2-NP-F,ACWTS,t,24,444,444
202510,MSTE18HRN3AB4-F,ACWTS,t,1,1,1
202510,MSTE24CRN1AG2-NP-C,ACWTS,f,2,0,5
202510,MSTE24CRN1AG2-NP-F,ACWTS,t,3,4,4
202510,MSTE24CRN2AG2-NP-C,ACWTS,f,101,0,983
202510,MSTE24CRN2AG2-NP-F,ACWTS,t,101,983,983
202510,MSTE24CRN3AB4-C,ACWTS,f,1,0,-1
202510,MSTE24CRNAG2-C,ACWTS,f,1,0,1
202510,MSTE24CRNAG2-F,ACWTS,t,1,2,2
202510,MSTE24CRNAG2-NP-C,ACWTS,f,1,0,2
202510,MSTE24HRN2AB4-C,ACWTS,f,1,0,1
202510,MSTE24HRN2AG2-MOH-NP-C,ACWTS,f,4,0,500
202510,MSTE24HRN2AG2-MOH-NP-F,ACWTS,t,4,500,500
202510,MSTE24HRN2AG2-NP-C,ACWTS,f,22,0,193
202510,MSTE24HRN2AG2-NP-F,ACWTS,t,22,193,193
202510,MSTE24HRNAB4-C,ACWTS,f,1,0,1
202510,MSTE30CRN4AB4.C,ACWTS,f,1,0,1
202510,MSTE30CRN4AB4-NP-C,ACWTS,f,53,0,298
202510,MSTE30CRN4AB4-NP-F,ACWTS,t,53,298,298
202510,MSTE30CRNF6-C,ACWTS,f,1,0,1
202510,MSTE30HRN3AB4-NP-C,ACWTS,f,1,0,1
202510,MSTE30HRN4AB4-MOH-NP-C,ACWTS,f,4,0,418
202510,MSTE30HRN4AB4-MOH-NP-F,ACWTS,t,4,418,418
202510,MSTE30HRN4AB4-NP-C,ACWTS,f,6,0,15
202510,MSTE30HRN4AB4-NP-F,ACWTS,t,6,15,15
202510,MSTE36CRN3MB-F,ACWTS,t,1,1,1
202510,MSTE36CRNF6-C,ACWTS,f,1,0,1
202510,MSTEP18CRNF6-C,ACWTS,f,1,0,1
202510,MSTEP18HRNMB2-C,ACWTS,f,1,0,1
202510,MSTEP24CRNMB2-C,ACWTS,f,1,0,2
202510,MSTEP24HRN3AB4-C,ACWTS,f,1,0,1
202510,MSTEP30CRN2F6-C,ACWTS,f,1,0,1
202510,MSTEP30CRN3F6-C,ACWTS,f,1,0,1
202510,MSTEP30CRNF6-C,ACWTS,f,1,0,2
202510,MSTEP30HRN2F6-C,ACWTS,f,1,0,5
202510,MSTEP30HRN3AB4-C,ACWTS,f,1,0,1
202510,MSTEP30HRNAB4-C,ACWTS,f,1,0,1
202510,MSTEP36CRNF6-C,ACWTS,f,1,0,1
202510,MSTL12CRN1AG2-NP-C,ACWTS,f,19,0,154
202510,MSTL12CRN1AG2-NP-F,ACWTS,t,19,154,154
202510,MSTL12HRN1AG2-NP-C,ACWTS,f,5,0,27
202510,MSTL12HRN1AG2-NP-F,ACWTS,t,5,27,27
202510,MSTL12HRNAG2-C,ACWTS,f,1,0,1
202510,MSTL12HRNAG2-F,ACWTS,t,1,1,1
202510,MSTL18CRN2AG2-NP-C,ACWTS,f,24,0,453
202510,MSTL18CRN2AG2-NP-F,ACWTS,t,24,453,453
202510,MSTL18CRNAG2-C,ACWTS,f,1,0,7
202510,MSTL18CRNAG2-NP-C,ACWTS,f,2,0,7
202510,MSTL18CRNAG2-NP-F,ACWTS,t,1,4,4
202510,MSTL18CRNMB2-F,ACWTS,t,1,1,1
202510,MSTL18HRN2AG2-NP-C,ACWTS,f,8,0,75
202510,MSTL18HRN2AG2-NP-F,ACWTS,t,8,75,75
202510,MSTL18HRNAG2-C,ACWTS,f,1,0,2
202510,MSTL24CRN1AG2-NP-C,ACWTS,f,2,0,1
202510,MSTL24CRN1AG2-NP-F,ACWTS,t,2,1,1
202510,MSTL24CRN2AG2-NP-C,ACWTS,f,28,0,336
202510,MSTL24CRN2AG2-NP-F,ACWTS,t,28,336,336
202510,MSTL24HRN2AG2-NP-C,ACWTS,f,14,0,78
202510,MSTL24HRN2AG2-NP-F,ACWTS,t,15,79,79
202510,MSTL30CRN2AB4-F,ACWTS,t,1,1,1
202510,MSTL30CRN4AB4-NP-C,ACWTS,f,16,0,162
202510,MSTL30CRN4AB4-NP-F,ACWTS,t,16,162,162
202510,MSTL30HRN3AB4-C,ACWTS,f,1,0,1
202510,MSTL30HRN4AB4-NP-C,ACWTS,f,5,0,36
202510,MSTL30HRN4AB4-NP-F,ACWTS,t,5,36,36
202510,MSTL36CRN3MB-NP-C,ACWTS,f,87,0,581
202510,MSTL36CRN3MB-NP-F,ACWTS,t,87,577,577
202510,MSTL36HRN4MB-NP-C,ACWTS,f,18,0,61
202510,MSTL36HRN4MB-NP-F,ACWTS,t,18,61,61
202510,MSTL36HRNF6-C,ACWTS,f,1,0,1
202510,MSTM18CRN2-C,ACWTS,f,1,0,1
202510,MSTM18CRNAB4-C,ACWTS,f,1,0,2
202510,MSTM18CRN-C,ACWTS,f,1,0,1
202510,MSTM18HRN2-C,ACWTS,f,1,0,4
202510,MSTM24CRN2-C,ACWTS,f,1,0,2
202510,MSTM24HRN2-C,ACWTS,f,1,0,5
202510,MSTM24HRN-C,ACWTS,f,1,0,1
202510,MSTM30CRN2-C,ACWTS,f,1,0,1
202510,MSTM30HRN3AB4-C,ACWTS,f,1,0,1
202510,MSTM30HRN3AB4-F,ACWTS,t,1,1,1
202510,MSTMV18HRN2-C,ACWTS,f,1,0,2
202510,MSTMV24HRN-C,ACWTS,f,1,0,1
202510,MSTMX12CRN1AG1-C,ACWTS,f,25,0,147
202510,MSTMX12CRN1AG1-F,ACWTS,t,25,147,147
202510,MSTMX12CRN1AG1-NP-C,ACWTS,f,5,0,25
202510,MSTMX12CRN1AG1-NP-F,ACWTS,t,5,25,25
202510,MSTMX12CRNAG1-NP-C,ACWTS,f,1,0,10
202510,MSTMX12HRN1AG1-C,ACWTS,f,7,0,36
202510,MSTMX12HRN1AG1-F,ACWTS,t,7,36,36
202510,MSTMX12HRN1AG1-NP-C,ACWTS,f,1,0,3
202510,MSTMX12HRN1AG1-NP-F,ACWTS,t,1,3,3
202510,MSTMX18CRN1AG1-C,ACWTS,f,46,0,951
202510,MSTMX18CRN1AG1-F,ACWTS,t,47,951,951
202510,MSTMX18CRN1AG1-NP-C,ACWTS,f,4,0,21
202510,MSTMX18CRN1AG1-NP-F,ACWTS,t,4,21,21
202510,MSTMX18HRN2AG1-C,ACWTS,f,11,0,88
202510,MSTMX18HRN2AG1-F,ACWTS,t,11,88,88
202510,MSTMX18HRN2AG1-NP-C,ACWTS,f,2,0,26
202510,MSTMX18HRN2AG1-NP-F,ACWTS,t,2,26,26
202510,MSTMX18HRNAG1-NP-C,ACWTS,f,1,0,1
202510,MSTMX24CRN1AG1-C,ACWTS,f,52,0,771
202510,MSTMX24CRN1AG1-F,ACWTS,t,53,781,781
202510,MSTMX24CRN1AG1-NP-C,ACWTS,f,5,0,15
202510,MSTMX24CRN1AG1-NP-F,ACWTS,t,4,8,8
202510,MSTMX24HRN2AG1-C,ACWTS,f,13,0,146
202510,MSTMX24HRN2AG1-F,ACWTS,t,13,146,146
202510,MSTMX24HRN2AG1-NP-C,ACWTS,f,1,0,12
202510,MSTMX24HRN2AG1-NP-F,ACWTS,t,1,12,12
202510,MSTMX24HRNAG1-C,ACWTS,f,1,0,2
202510,MSTMX30CRNAG1-C,ACWTS,f,36,0,149
202510,MSTMX30CRNAG1-F,ACWTS,t,35,148,148
202510,MSTMX30CRNAG1-NP-C,ACWTS,f,4,0,26
202510,MSTMX30CRNAG1-NP-F,ACWTS,t,4,26,26
202510,MSTMX30HRN1AG1-C,ACWTS,f,8,0,46
202510,MSTMX30HRN1AG1-F,ACWTS,t,8,46,46
202510,MSTMX30HRNAG1-C,ACWTS,f,1,0,1
202510,MSTMXV12HRN2AG1-NP-C,ACWTS,f,10,0,40
202510,MSTMXV12HRN2AG1-NP-F,ACWTS,t,10,40,40
202510,MSTMXV18HRN2AG1-NP-C,ACWTS,f,7,0,28
202510,MSTMXV18HRN2AG1-NP-F,ACWTS,t,8,31,31
202510,MSTMXV24HRN2AG1-NP-C,ACWTS,f,4,0,5
202510,MSTMXV24HRN2AG1-NP-F,ACWTS,t,5,24,24
202510,MSTMXV30HRN1AG1-NP-C,ACWTS,f,1,0,1
202510,MSTMXV30HRN2AG1-NP-C,ACWTS,f,12,0,39
202510,MSTMXV30HRN2AG1-NP-F,ACWTS,t,13,50,50
202510,MSTMXV36HRN1MB-NP-C,ACWTS,f,3,0,4
202510,MSTMXV36HRN1MB-NP-F,ACWTS,t,3,4,4
202510,MSTMXVE18CRNAG1-NP-C,ACWTS,f,18,0,94
202510,MSTMXVE18CRNAG1-NP-F,ACWTS,t,18,94,94
202510,MSTMXVE18HRN1AG1-NP-C,ACWTS,f,5,0,14
202510,MSTMXVE18HRN1AG1-NP-F,ACWTS,t,5,14,14
202510,MSTMXVE24CRNAG1-NP-C,ACWTS,f,20,0,173
202510,MSTMXVE24CRNAG1-NP-F,ACWTS,t,20,173,173
202510,MSTMXVE30HRN3AG1-NP-C,ACWTS,f,4,0,16
202510,MSTMXVE30HRN3AG1-NP-F,ACWTS,t,4,16,16
202510,MSTN12CRNAG16-NP-C,ACWTS,f,3,0,7
202510,MSTN12CRNAG16-NP-F,ACWTS,t,3,7,7
202510,MSTN12HRNAG16-NP-C,ACWTS,f,4,0,8
202510,MSTN12HRNAG16-NP-F,ACWTS,t,4,8,8
202510,MSTN18CRNAG16-NP-C,ACWTS,f,11,0,50
202510,MSTN18CRNAG16-NP-F,ACWTS,t,11,50,50
202510,MSTN18HRNAG16-NP-C,ACWTS,f,8,0,25
202510,MSTN18HRNAG16-NP-F,ACWTS,t,8,25,25
202510,MSTN24CRNAG16-NP-C,ACWTS,f,9,0,45
202510,MSTN24CRNAG16-NP-F,ACWTS,t,9,45,45
202510,MSTN24HRNAG16-NP-C,ACWTS,f,11,0,34
202510,MSTN24HRNAG16-NP-F,ACWTS,t,11,34,34
202510,MSTO14CRNM10-C,ACWTS,f,1,0,1
202510,MSTO20CRNM10-F,ACWTS,t,1,1,1
202510,MSTO20HRNM10-C,ACWTS,f,1,0,3
202510,MSTO26CRNM10-C,ACWTS,f,1,0,2
202510,MSTO32CRNM10-C,ACWTS,f,1,0,2
202510,MSTP19CRNAE1-NP-C,ACWTS,f,1,0,12
202510,MSTS12CRN3AB8-C,ACWTS,f,1,0,22
202510,MSTS12CRNAG15-C,ACWTS,f,2,0,25
202510,MSTS12CRNAG15-F,ACWTS,t,2,25,25
202510,MSTS12CRNAG15-NP-C,ACWTS,f,2,0,10
202510,MSTS12CRNAG15-NP-F,ACWTS,t,2,10,10
202510,MSTS12HRN1AG15-C,ACWTS,f,4,0,53
202510,MSTS12HRN1AG15-F,ACWTS,t,4,53,53
202510,MSTS12HRN2AB8-C,ACWTS,f,1,0,8
202510,MSTS12HRN3AB8-C,ACWTS,f,1,0,13
202510,MSTS18CRN2AG15-C,ACWTS,f,10,0,320
202510,MSTS18CRN2AG15-F,ACWTS,t,10,320,320
202510,MSTS18CRN2AG15-NP-C,ACWTS,f,4,0,130
202510,MSTS18CRN2AG15-NP-F,ACWTS,t,4,130,130
202510,MSTS18CRN3AB8-C,ACWTS,f,1,0,1
202510,MSTS18CRNAG15-C,ACWTS,f,1,0,3
202510,MSTS18CRNAG15-F,ACWTS,t,2,5,5
202510,MSTS18HRN1AG15-C,ACWTS,f,4,0,65
202510,MSTS18HRN1AG15-F,ACWTS,t,4,65,65
202510,MSTS18HRN1AG15-NP-C,ACWTS,f,1,0,5
202510,MSTS18HRN1AG15-NP-F,ACWTS,t,1,5,5
202510,MSTS18HRNAG15-C,ACWTS,f,1,0,1
202510,MSTS18HRNAG15-F,ACWTS,t,1,1,1
202510,MSTS24CRN2AG15-C,ACWTS,f,17,0,393
202510,MSTS24CRN2AG15-F,ACWTS,t,17,393,393
202510,MSTS24CRN2AG15-NP-C,ACWTS,f,5,0,130
202510,MSTS24CRN2AG15-NP-F,ACWTS,t,5,130,130
202510,MSTS24CRNAG15-C,ACWTS,f,1,0,3
202510,MSTS24CRNAG15-F,ACWTS,t,1,4,4
202510,MSTS24HRN2AG15-C,ACWTS,f,4,0,45
202510,MSTS24HRN2AG15-F,ACWTS,t,4,45,45
202510,MSTS24HRN2AG15-NP-C,ACWTS,f,5,0,36
202510,MSTS24HRN2AG15-NP-F,ACWTS,t,5,36,36
202510,MSTS30CRNAG15-C,ACWTS,f,7,0,119
202510,MSTS30CRNAG15-F,ACWTS,t,7,119,119
202510,MSTS30CRNAG15-NP-C,ACWTS,f,5,0,100
202510,MSTS30CRNAG15-NP-F,ACWTS,t,5,100,100
202510,MSTS30HRN1AG15-C,ACWTS,f,3,0,15
202510,MSTS30HRN1AG15-F,ACWTS,t,3,15,15
202510,MSTS30HRN3AB8-C,ACWTS,f,1,0,1
202510,MSTS36CRN3MB-F,ACWTS,t,1,1,1
202510,MSTS36HRN2AB8-C,ACWTS,f,1,0,1
202510,MSTS36HRN3MB-C,ACWTS,f,1,0,1
202510,MSTS36HRN3MB-F,ACWTS,t,1,1,1
202510,MSTXCV18HRNXT-NP-C,ACWTS,f,5,0,22
202510,MSTXCV18HRNXT-NP-F,ACWTS,t,5,22,22
202510,MSTXCV24HRNXT-NP-C,ACWTS,f,4,0,14
202510,MSTXCV24HRNXT-NP-F,ACWTS,t,4,14,14
202510,MTBTV18HRN4-NP-C,ACCON,f,1,0,5
202510,MTBTV18HRN5-NP-C,ACCON,f,14,0,97
202510,MTBTV18HRN5-NP-F,ACCON,t,16,122,122
202510,MTBTV24HRN3-NP-C,ACCON,f,1,0,2
202510,MTBTV24HRN4-NP-C,ACCON,f,32,0,254
202510,MTBTV24HRN4-NP-F,ACCON,t,27,116,116
202510,MTBTVE18HWN1-NP-C,ACCON,f,1,0,2
202510,MTBTVE18HWN1-NP-F,ACCON,t,1,2,2
202510,MTBTVE24HWN1-NP-C,ACCON,f,1,0,3
202510,MTBTVE24HWN1-NP-F,ACCON,t,1,3,3
202510,MTBTVE36HWN1-NP-C,ACCON,f,2,0,11
202510,MTBTVE36HWN1-NP-F,ACCON,t,3,12,12
202510,MTBTVE48HWN1-NP-C,ACCON,f,3,0,9
202510,MTBTVE48HWN1-NP-F,ACCON,t,7,19,19
202510,MTBTVE60HWN1-NP-C,ACCON,f,2,0,13
202510,MTBTVE60HWN1-NP-F,ACCON,t,3,14,14
202510,MV8-900WV2GN1(SA),ACVRF,f,1,0,1
202510,MVC-M280WV2GN1(SA),ACVRF,f,1,0,1
202510,MVC-M400WV2GN1(SA),ACVRF,f,1,0,1
202510,MVC-M450WV2GN1(SA),ACVRF,f,1,0,1
202510,MVC-M450WV2GN1(SA)-AC,ACVRF,f,1,0,2
202510,MVC-M500WV2GN1(SA)-AC,ACVRF,f,1,0,1
202510,MVC-M560WV2GN1(SA)-AC,ACVRF,f,1,0,1
202510,MVC-M615WV2GN1(SA),ACVRF,f,1,0,4
202510,MVC-M670WV2GN1(SA)-AC,ACVRF,f,1,0,2
202510,MVC-M785WV2GN1(SA),ACVRF,f,1,0,2
202510,MVC-M785WV2GN1(SA)-AC,ACVRF,f,1,0,1
202510,MVC-M850WV2GN1(SA)-AC,ACVRF,f,1,0,1
202510,MVI-200WV2GN1(A),ACVRF,f,1,0,1
202510,RM23A,ACACC,f,3,0,34
202510,T-MBQ4-02E1,ACACC,f,18,0,61
202510,WDC3-86S,ACACC,f,1,0,6
202510,WDC3-86T,ACACC,f,16,0,120
202510,WDC3-86T-BLACK,ACACC,f,3,0,-6
202510,WDV18CWG,ACWIN,t,63,1143,1143
202510,WDV18HWG,ACWIN,t,22,698,698
202510,WDV24CWG,ACWIN,t,5,2,2
202510,WDV24HWG,ACWIN,t,21,151,151
202510,WDV25CWG,ACWIN,t,37,357,357
202511,EHK-28A-12.5T,ACACC,f,1,0,2
202511,EHK-36A-25T,ACACC,f,1,0,1
202511,FQZHN-01D,ACACC,f,3,0,96
202511,FQZHN-02D,ACACC,f,4,0,172
202511,FQZHN-03D,ACACC,f,4,0,87
202511,FQZHN-04D,ACACC,f,1,0,20
202511,FQZHN-05D,ACACC,f,2,0,14
202511,FQZHW-02N1E,ACACC,f,2,0,22
202511,GW3-KNX,ACACC,f,1,0,50
202511,GW-KNX,ACACC,f,1,0,1
202511,IMMP-BAC(A),ACACC,f,1,0,1
202511,IN701KNX2500000,ACACC,f,1,0,1
202511,MCCTV18HRN3-NP-C,ACCST,f,3,0,15
202511,MCCTV24HRN4-NP-C,ACCST,f,12,0,19
202511,MCCTV24HRN4-NP-F,ACCST,t,6,10,10
202511,MCCTV30HRN2-NP-C,ACCST,f,25,0,88
